o-cresol,phenol,"together with many other compounds, o-cresol is traditionally extracted from coal tar, the volatile materials obtained in the production of coke from coal.",o-cresol is one of the chemical compounds found in castoreum.,"some examples of phthalimide drugs include thalidomide, amphotalide, taltrimide & talmetoprim.",kladnoite is a natural mineral analog of phthalimide.,"several other isomers of anthraquinone are possible, including the 1,2-, 1,4-, and 2,6-anthraquinones."
2-nitroaniline,2-chloronitrobenzene,kladnoite is a natural mineral analog of phthalimide.,"some examples of phthalimide drugs include thalidomide, amphotalide, taltrimide & talmetoprim.",3-nitroaniline 4-nitroaniline     analysis of 2-nitroaniline,o-cresol is one of the chemical compounds found in castoreum.,one of the factors contributing to the reactivity of 2-nitroaniline is the relative positioning of the nitro and amine groups and their activating/deactivating properties.
methacrylic acid,acetone cyanohydrin,"some examples of phthalimide drugs include thalidomide, amphotalide, taltrimide & talmetoprim.","that compound is hydrolyzed to methacrylic acid, or it can be converted into methyl methacrylate in one step.",a polymeric form of methacrylic acid was described in 1880.,o-cresol is one of the chemical compounds found in castoreum.,kladnoite is a natural mineral analog of phthalimide.
oxalic acid,ehylene glycol,"that compound is hydrolyzed to methacrylic acid, or it can be converted into methyl methacrylate in one step.",oxalic acid can also cause joint pain due to the formation of similar precipitates in the joints.,oxalic acid is also used to clean iron and manganese deposits from quartz crystals.,excessive ingestion of oxalic acid or prolonged skin contact can be dangerous.,rhubarb leaves contain about 0.5% oxalic acid and jack-in-the-pulpit (arisaema triphyllum) contains calcium oxalate crystals.
calcium cyanamide,calcium carbonate,"calcium cyanamide is also used as a wire-fed alloy in steelmaking, in order to introduce nitrogen into the steel.",oxalic acid can also cause joint pain due to the formation of similar precipitates in the joints.,"through hydrolysis, calcium cyanamide produces cyanamide: cacn2 + h2o + co2 → caco3 + h2ncn the conversion is conducted on slurries, consequently most commercial cyanamide is sold as an aqueous solution.",calcium cyanamide is prepared from calcium carbide.,oxalic acid is also used to clean iron and manganese deposits from quartz crystals.
glyoxylic acid,glyoxal,this diol exists in equilibrium with the dimeric hemiacetal in solution: henry's law constant of glyoxylic acid is kh = 1.09 × 104 × exp[(40.0 × 103/r) × (1/t − 1/298)].,glyoxylic acid or oxoacetic acid is an organic compound.,"glyoxylic acid is one of the chemicals used in the hopkins cole reaction, used to check for the presence of tryptophan in proteins.","thus, the formula for glyoxylic acid is really (ho)2chco2h, described as the ""monohydrate.""","together with acetic acid, glycolic acid, and oxalic acid, glyoxylic acid is one of the c2 carboxylic acids."
2-cyclopentenone,"dimethyl 3-hexene-1,6-dicarboxylate","together with acetic acid, glycolic acid, and oxalic acid, glyoxylic acid is one of the c2 carboxylic acids.",this diol exists in equilibrium with the dimeric hemiacetal in solution: henry's law constant of glyoxylic acid is kh = 1.09 × 104 × exp[(40.0 × 103/r) × (1/t − 1/298)].,"as an enone, 2-cyclopentenone undergoes the typical reactions of α-β unsaturated ketones, including nucleophilic conjugate addition, the baylis–hillman reaction, and the michael reaction.",glyoxylic acid or oxoacetic acid is an organic compound.,"thus, the formula for glyoxylic acid is really (ho)2chco2h, described as the ""monohydrate."""
chlorosulfonic acid,hydrogen chloride,"it is also known as chlorosulfonic acid, being the sulfonic acid of chlorine.","together with acetic acid, glycolic acid, and oxalic acid, glyoxylic acid is one of the c2 carboxylic acids.","thus, the formula for glyoxylic acid is really (ho)2chco2h, described as the ""monohydrate.""",this diol exists in equilibrium with the dimeric hemiacetal in solution: henry's law constant of glyoxylic acid is kh = 1.09 × 104 × exp[(40.0 × 103/r) × (1/t − 1/298)].,glyoxylic acid or oxoacetic acid is an organic compound.
o-dichlorobenzene,benzene,"thus, the formula for glyoxylic acid is really (ho)2chco2h, described as the ""monohydrate.""","together with acetic acid, glycolic acid, and oxalic acid, glyoxylic acid is one of the c2 carboxylic acids.","it is also known as chlorosulfonic acid, being the sulfonic acid of chlorine.",this diol exists in equilibrium with the dimeric hemiacetal in solution: henry's law constant of glyoxylic acid is kh = 1.09 × 104 × exp[(40.0 × 103/r) × (1/t − 1/298)].,glyoxylic acid or oxoacetic acid is an organic compound.
ammonium carbonate,carbon dioxide,"together with acetic acid, glycolic acid, and oxalic acid, glyoxylic acid is one of the c2 carboxylic acids.","thus any initially ""pure"" sample of ammonium carbonate will soon become a mixture including various byproducts.",ammonium carbonate slowly decomposes at standard temperature and pressure through two pathways.,"ammonium carbonate is the main component of smelling salts, although the commercial scale of their production is small.",ammonium carbonate is a salt with the chemical formula (nh4)2co3.
tartaric acid,maleic acid,"together with acetic acid, glycolic acid, and oxalic acid, glyoxylic acid is one of the c2 carboxylic acids.","the dextro and levo prefixes are archaic terms modern textbooks refer to the natural form as 2s,3s-tartaric acid, and its enantiomer as 2r,3r-tartaric acid.","tartaric acid is a white crystalline organic acid that occurs naturally in many plants, most notably in grapes.","tartaric acid was first isolated from potassium bitartrate circa 800 ad, by the alchemist jābir ibn hayyān.",ammonium carbonate is a salt with the chemical formula (nh4)2co3.
rochelle salt,potassium bitartrate,"tartaric acid was first isolated from potassium bitartrate circa 800 ad, by the alchemist jābir ibn hayyān.","potassium sodium tartrate tetrahydrate, also known as rochelle salt, is a double salt of tartaric acid first prepared (in about 1675) by an apothecary, pierre seignette, of la rochelle, france.","the dextro and levo prefixes are archaic terms modern textbooks refer to the natural form as 2s,3s-tartaric acid, and its enantiomer as 2r,3r-tartaric acid.","together with acetic acid, glycolic acid, and oxalic acid, glyoxylic acid is one of the c2 carboxylic acids.","tartaric acid is a white crystalline organic acid that occurs naturally in many plants, most notably in grapes."
copper hydroxide,copper ,"tartaric acid is a white crystalline organic acid that occurs naturally in many plants, most notably in grapes.","tartaric acid was first isolated from potassium bitartrate circa 800 ad, by the alchemist jābir ibn hayyān.","potassium sodium tartrate tetrahydrate, also known as rochelle salt, is a double salt of tartaric acid first prepared (in about 1675) by an apothecary, pierre seignette, of la rochelle, france.","the dextro and levo prefixes are archaic terms modern textbooks refer to the natural form as 2s,3s-tartaric acid, and its enantiomer as 2r,3r-tartaric acid.","together with acetic acid, glycolic acid, and oxalic acid, glyoxylic acid is one of the c2 carboxylic acids."
potassium peroxide,potassium,"together with acetic acid, glycolic acid, and oxalic acid, glyoxylic acid is one of the c2 carboxylic acids.","tartaric acid was first isolated from potassium bitartrate circa 800 ad, by the alchemist jābir ibn hayyān.","potassium sodium tartrate tetrahydrate, also known as rochelle salt, is a double salt of tartaric acid first prepared (in about 1675) by an apothecary, pierre seignette, of la rochelle, france.","the dextro and levo prefixes are archaic terms modern textbooks refer to the natural form as 2s,3s-tartaric acid, and its enantiomer as 2r,3r-tartaric acid.","tartaric acid is a white crystalline organic acid that occurs naturally in many plants, most notably in grapes."
"1,4-dichlorobutane","butane-1,4-diol","of most note is 1,4-dichlorobutane, which can be used, among others, as a precursor for nylon 6,6 (via adiponitrile) or in the obtaining of tetrahydrofuran (thf).","the dextro and levo prefixes are archaic terms modern textbooks refer to the natural form as 2s,3s-tartaric acid, and its enantiomer as 2r,3r-tartaric acid.","tartaric acid was first isolated from potassium bitartrate circa 800 ad, by the alchemist jābir ibn hayyān.","tartaric acid is a white crystalline organic acid that occurs naturally in many plants, most notably in grapes.","together with acetic acid, glycolic acid, and oxalic acid, glyoxylic acid is one of the c2 carboxylic acids."
zinc chloride,zinc,"of most note is 1,4-dichlorobutane, which can be used, among others, as a precursor for nylon 6,6 (via adiponitrile) or in the obtaining of tetrahydrofuran (thf).","tartaric acid is a white crystalline organic acid that occurs naturally in many plants, most notably in grapes.","the dextro and levo prefixes are archaic terms modern textbooks refer to the natural form as 2s,3s-tartaric acid, and its enantiomer as 2r,3r-tartaric acid.","together with acetic acid, glycolic acid, and oxalic acid, glyoxylic acid is one of the c2 carboxylic acids.","tartaric acid was first isolated from potassium bitartrate circa 800 ad, by the alchemist jābir ibn hayyān."
zinc sulfate,zinc oxide,"tartaric acid was first isolated from potassium bitartrate circa 800 ad, by the alchemist jābir ibn hayyān.","ingestion of trace amounts is considered safe, and zinc sulfate is added to animal feed as a source of essential zinc, at rates of up to several hundred milligrams per kilogram of feed.","tartaric acid is a white crystalline organic acid that occurs naturally in many plants, most notably in grapes.","the dextro and levo prefixes are archaic terms modern textbooks refer to the natural form as 2s,3s-tartaric acid, and its enantiomer as 2r,3r-tartaric acid.","zinc sulfate occurs as several other minor minerals zinc-melanterite (zn,cu,fe)so4·7h2o (structurally different from goslarite)."
